"campaignid","sample","family","genus","species","maxn","id"
"2021-03_West-Coast_BOSS","21","Scorpididae","Neatypus","obliquus",23,"2021-03_West-Coast_BOSS 21"
"2021-03_West-Coast_BOSS","21","Serranidae","Caesioperca","spp",21,"2021-03_West-Coast_BOSS 21"
"2021-03_West-Coast_BOSS","22","Carangidae","Carangoides","sp1",630,"2021-03_West-Coast_BOSS 22"
"2021-03_West-Coast_BOSS","22","Monacanthidae","Meuschenia","scaber",1,"2021-03_West-Coast_BOSS 22"
"2021-03_West-Coast_BOSS","22","SUS","SUS","sus",2,"2021-03_West-Coast_BOSS 22"
"2021-03_West-Coast_BOSS","23","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 23"
"2021-03_West-Coast_BOSS","23","Labridae","Choerodon","rubescens",1,"2021-03_West-Coast_BOSS 23"
"2021-03_West-Coast_BOSS","23","Labridae","Coris","auricularis",6,"2021-03_West-Coast_BOSS 23"
"2021-03_West-Coast_BOSS","23","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 23"
"2021-03_West-Coast_BOSS","23","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 23"
"2021-03_West-Coast_BOSS","23","Pomacentridae","Chromis","klunzingeri",5,"2021-03_West-Coast_BOSS 23"
"2021-03_West-Coast_BOSS","23","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 23"
"2021-03_West-Coast_BOSS","24","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 24"
"2021-03_West-Coast_BOSS","24","Labridae","Ophthalmolepis","lineolatus",4,"2021-03_West-Coast_BOSS 24"
"2021-03_West-Coast_BOSS","24","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 24"
"2021-03_West-Coast_BOSS","24","Pomacentridae","Chromis","klunzingeri",65,"2021-03_West-Coast_BOSS 24"
"2021-03_West-Coast_BOSS","24","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 24"
"2021-03_West-Coast_BOSS","25","Labridae","Suezichthys","bifurcatus",1,"2021-03_West-Coast_BOSS 25"
"2021-03_West-Coast_BOSS","25","Serranidae","Caesioperca","spp",1,"2021-03_West-Coast_BOSS 25"
"2021-03_West-Coast_BOSS","25","Sparidae","Chrysophrys","auratus",2,"2021-03_West-Coast_BOSS 25"
"2021-03_West-Coast_BOSS","25","SUS","SUS","sus",3,"2021-03_West-Coast_BOSS 25"
"2021-03_West-Coast_BOSS","26","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 26"
"2021-03_West-Coast_BOSS","26","Labridae","Pseudolabrus","biserialis",5,"2021-03_West-Coast_BOSS 26"
"2021-03_West-Coast_BOSS","26","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 26"
"2021-03_West-Coast_BOSS","26","Pomacentridae","Chromis","klunzingeri",4,"2021-03_West-Coast_BOSS 26"
"2021-03_West-Coast_BOSS","26","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 26"
"2021-03_West-Coast_BOSS","26","Serranidae","Caesioperca","spp",7,"2021-03_West-Coast_BOSS 26"
"2021-03_West-Coast_BOSS","27","Carangidae","Carangoides","sp10",3,"2021-03_West-Coast_BOSS 27"
"2021-03_West-Coast_BOSS","27","Carangidae","Pseudocaranx","spp",1,"2021-03_West-Coast_BOSS 27"
"2021-03_West-Coast_BOSS","27","Enoplosidae","Enoplosus","armatus",2,"2021-03_West-Coast_BOSS 27"
"2021-03_West-Coast_BOSS","27","Glaucosomatidae","Glaucosoma","hebraicum",2,"2021-03_West-Coast_BOSS 27"
"2021-03_West-Coast_BOSS","27","Labridae","Choerodon","rubescens",1,"2021-03_West-Coast_BOSS 27"
"2021-03_West-Coast_BOSS","27","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 27"
"2021-03_West-Coast_BOSS","27","Scorpididae","Neatypus","obliquus",44,"2021-03_West-Coast_BOSS 27"
"2021-03_West-Coast_BOSS","28","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 28"
"2021-03_West-Coast_BOSS","28","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 28"
"2021-03_West-Coast_BOSS","28","Labridae","Pseudolabrus","biserialis",7,"2021-03_West-Coast_BOSS 28"
"2021-03_West-Coast_BOSS","28","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 28"
"2021-03_West-Coast_BOSS","28","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 28"
"2021-03_West-Coast_BOSS","29","Labridae","Suezichthys","bifurcatus",2,"2021-03_West-Coast_BOSS 29"
"2021-03_West-Coast_BOSS","29","Pinguipedidae","Parapercis","ramsayi",1,"2021-03_West-Coast_BOSS 29"
"2021-03_West-Coast_BOSS","29","SUS","SUS","sus",1,"2021-03_West-Coast_BOSS 29"
"2021-03_West-Coast_BOSS","3","Gerreidae","Parequula","melbournensis",1,"2021-03_West-Coast_BOSS 3"
"2021-03_West-Coast_BOSS","3","Labridae","Ophthalmolepis","lineolatus",4,"2021-03_West-Coast_BOSS 3"
"2021-03_West-Coast_BOSS","3","Labridae","Pseudolabrus","biserialis",2,"2021-03_West-Coast_BOSS 3"
"2021-03_West-Coast_BOSS","3","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 3"
"2021-03_West-Coast_BOSS","3","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 3"
"2021-03_West-Coast_BOSS","30","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 30"
"2021-03_West-Coast_BOSS","30","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 30"
"2021-03_West-Coast_BOSS","30","Monacanthidae","Meuschenia","galii",1,"2021-03_West-Coast_BOSS 30"
"2021-03_West-Coast_BOSS","30","Monacanthidae","Meuschenia","venusta",1,"2021-03_West-Coast_BOSS 30"
"2021-03_West-Coast_BOSS","30","Odacidae","Olisthops","cyanomelas",1,"2021-03_West-Coast_BOSS 30"
"2021-03_West-Coast_BOSS","30","Pomacentridae","Chromis","klunzingeri",1,"2021-03_West-Coast_BOSS 30"
"2021-03_West-Coast_BOSS","30","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 30"
"2021-03_West-Coast_BOSS","31","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 31"
"2021-03_West-Coast_BOSS","31","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 31"
"2021-03_West-Coast_BOSS","31","Labridae","Pseudolabrus","biserialis",7,"2021-03_West-Coast_BOSS 31"
"2021-03_West-Coast_BOSS","31","Monacanthidae","Meuschenia","galii",1,"2021-03_West-Coast_BOSS 31"
"2021-03_West-Coast_BOSS","31","Odacidae","Siphonognathus","spp",1,"2021-03_West-Coast_BOSS 31"
"2021-03_West-Coast_BOSS","31","Pomacentridae","Parma","bicolor",1,"2021-03_West-Coast_BOSS 31"
"2021-03_West-Coast_BOSS","31","Scorpididae","Neatypus","obliquus",6,"2021-03_West-Coast_BOSS 31"
"2021-03_West-Coast_BOSS","32","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2021-03_West-Coast_BOSS 32"
"2021-03_West-Coast_BOSS","32","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 32"
"2021-03_West-Coast_BOSS","32","Labridae","Pseudolabrus","biserialis",6,"2021-03_West-Coast_BOSS 32"
"2021-03_West-Coast_BOSS","32","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 32"
"2021-03_West-Coast_BOSS","32","Pomacentridae","Chromis","klunzingeri",4,"2021-03_West-Coast_BOSS 32"
"2021-03_West-Coast_BOSS","32","Scorpididae","Neatypus","obliquus",4,"2021-03_West-Coast_BOSS 32"
"2021-03_West-Coast_BOSS","32","Serranidae","Caesioperca","spp",22,"2021-03_West-Coast_BOSS 32"
"2021-03_West-Coast_BOSS","33","Labridae","Coris","auricularis",37,"2021-03_West-Coast_BOSS 33"
"2021-03_West-Coast_BOSS","33","Labridae","Ophthalmolepis","lineolatus",4,"2021-03_West-Coast_BOSS 33"
"2021-03_West-Coast_BOSS","33","Labridae","Pseudolabrus","biserialis",1,"2021-03_West-Coast_BOSS 33"
"2021-03_West-Coast_BOSS","33","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 33"
"2021-03_West-Coast_BOSS","34","Labridae","Coris","auricularis",2,"2021-03_West-Coast_BOSS 34"
"2021-03_West-Coast_BOSS","34","Labridae","Ophthalmolepis","lineolatus",7,"2021-03_West-Coast_BOSS 34"
"2021-03_West-Coast_BOSS","34","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 34"
"2021-03_West-Coast_BOSS","34","Monacanthidae","Meuschenia","scaber",2,"2021-03_West-Coast_BOSS 34"
"2021-03_West-Coast_BOSS","34","Pomacentridae","Chromis","klunzingeri",6,"2021-03_West-Coast_BOSS 34"
"2021-03_West-Coast_BOSS","34","Serranidae","Caesioperca","spp",21,"2021-03_West-Coast_BOSS 34"
"2021-03_West-Coast_BOSS","34","SUS","SUS","sus",7,"2021-03_West-Coast_BOSS 34"
"2021-03_West-Coast_BOSS","35","Labridae","Dotalabrus","aurantiacus",1,"2021-03_West-Coast_BOSS 35"
"2021-03_West-Coast_BOSS","35","Labridae","Ophthalmolepis","lineolatus",3,"2021-03_West-Coast_BOSS 35"
"2021-03_West-Coast_BOSS","35","Labridae","Pseudolabrus","biserialis",7,"2021-03_West-Coast_BOSS 35"
"2021-03_West-Coast_BOSS","35","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 35"
"2021-03_West-Coast_BOSS","35","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 35"
"2021-03_West-Coast_BOSS","36","Labridae","Austrolabrus","maculatus",2,"2021-03_West-Coast_BOSS 36"
"2021-03_West-Coast_BOSS","36","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 36"
"2021-03_West-Coast_BOSS","36","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 36"
"2021-03_West-Coast_BOSS","36","Pomacentridae","Chromis","klunzingeri",3,"2021-03_West-Coast_BOSS 36"
"2021-03_West-Coast_BOSS","36","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 36"
"2021-03_West-Coast_BOSS","37","Cheilodactylidae","Dactylophora","nigricans",2,"2021-03_West-Coast_BOSS 37"
"2021-03_West-Coast_BOSS","37","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 37"
"2021-03_West-Coast_BOSS","37","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 37"
"2021-03_West-Coast_BOSS","38","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 38"
"2021-03_West-Coast_BOSS","38","Labridae","Bodianus","frenchii",1,"2021-03_West-Coast_BOSS 38"
"2021-03_West-Coast_BOSS","38","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 38"
"2021-03_West-Coast_BOSS","38","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 38"
"2021-03_West-Coast_BOSS","38","Labridae","Pseudolabrus","biserialis",12,"2021-03_West-Coast_BOSS 38"
"2021-03_West-Coast_BOSS","38","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 38"
"2021-03_West-Coast_BOSS","38","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 38"
"2021-03_West-Coast_BOSS","38","Serranidae","Caesioperca","spp",3,"2021-03_West-Coast_BOSS 38"
"2021-03_West-Coast_BOSS","39","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 39"
"2021-03_West-Coast_BOSS","39","Labridae","Pseudolabrus","biserialis",7,"2021-03_West-Coast_BOSS 39"
"2021-03_West-Coast_BOSS","39","Monacanthidae","Meuschenia","venusta",1,"2021-03_West-Coast_BOSS 39"
"2021-03_West-Coast_BOSS","39","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 39"
"2021-03_West-Coast_BOSS","39","Pempherididae","Pempheris","klunzingeri",6,"2021-03_West-Coast_BOSS 39"
"2021-03_West-Coast_BOSS","39","Pomacentridae","Chromis","klunzingeri",26,"2021-03_West-Coast_BOSS 39"
"2021-03_West-Coast_BOSS","39","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 39"
"2021-03_West-Coast_BOSS","39","Serranidae","Caesioperca","spp",1,"2021-03_West-Coast_BOSS 39"
"2021-03_West-Coast_BOSS","4","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 4"
"2021-03_West-Coast_BOSS","4","Labridae","Suezichthys","bifurcatus",4,"2021-03_West-Coast_BOSS 4"
"2021-03_West-Coast_BOSS","4","Monacanthidae","Meuschenia","scaber",2,"2021-03_West-Coast_BOSS 4"
"2021-03_West-Coast_BOSS","4","SUS","SUS","sus",1,"2021-03_West-Coast_BOSS 4"
"2021-03_West-Coast_BOSS","40","Pinguipedidae","Unknown","spp",1,"2021-03_West-Coast_BOSS 40"
"2021-03_West-Coast_BOSS","41","Labridae","Coris","auricularis",6,"2021-03_West-Coast_BOSS 41"
"2021-03_West-Coast_BOSS","41","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 41"
"2021-03_West-Coast_BOSS","41","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 41"
"2021-03_West-Coast_BOSS","41","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 41"
"2021-03_West-Coast_BOSS","43","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 43"
"2021-03_West-Coast_BOSS","43","Labridae","Pseudolabrus","biserialis",2,"2021-03_West-Coast_BOSS 43"
"2021-03_West-Coast_BOSS","43","Pomacentridae","Chromis","klunzingeri",1,"2021-03_West-Coast_BOSS 43"
"2021-03_West-Coast_BOSS","43","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 43"
"2021-03_West-Coast_BOSS","44","Labridae","Austrolabrus","maculatus",2,"2021-03_West-Coast_BOSS 44"
"2021-03_West-Coast_BOSS","44","Labridae","Eupetrichthys","angustipes",1,"2021-03_West-Coast_BOSS 44"
"2021-03_West-Coast_BOSS","44","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 44"
"2021-03_West-Coast_BOSS","44","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 44"
"2021-03_West-Coast_BOSS","44","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 44"
"2021-03_West-Coast_BOSS","44","Pomacentridae","Chromis","klunzingeri",2,"2021-03_West-Coast_BOSS 44"
"2021-03_West-Coast_BOSS","44","Scorpididae","Neatypus","obliquus",3,"2021-03_West-Coast_BOSS 44"
"2021-03_West-Coast_BOSS","45","Labridae","Suezichthys","bifurcatus",3,"2021-03_West-Coast_BOSS 45"
"2021-03_West-Coast_BOSS","45","Monacanthidae","Meuschenia","scaber",1,"2021-03_West-Coast_BOSS 45"
"2021-03_West-Coast_BOSS","45","Mullidae","Parupeneus","chrysopleuron",1,"2021-03_West-Coast_BOSS 45"
"2021-03_West-Coast_BOSS","46","Labridae","Coris","auricularis",9,"2021-03_West-Coast_BOSS 46"
"2021-03_West-Coast_BOSS","46","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 46"
"2021-03_West-Coast_BOSS","46","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 46"
"2021-03_West-Coast_BOSS","46","Pomacentridae","Chromis","klunzingeri",3,"2021-03_West-Coast_BOSS 46"
"2021-03_West-Coast_BOSS","46","Scorpididae","Neatypus","obliquus",4,"2021-03_West-Coast_BOSS 46"
"2021-03_West-Coast_BOSS","46","Serranidae","Caesioperca","spp",30,"2021-03_West-Coast_BOSS 46"
"2021-03_West-Coast_BOSS","47","Carangidae","Pseudocaranx","spp",2,"2021-03_West-Coast_BOSS 47"
"2021-03_West-Coast_BOSS","47","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 47"
"2021-03_West-Coast_BOSS","47","Scorpididae","Neatypus","obliquus",3,"2021-03_West-Coast_BOSS 47"
"2021-03_West-Coast_BOSS","48","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 48"
"2021-03_West-Coast_BOSS","48","Labridae","Pseudolabrus","biserialis",7,"2021-03_West-Coast_BOSS 48"
"2021-03_West-Coast_BOSS","48","Monacanthidae","Meuschenia","galii",2,"2021-03_West-Coast_BOSS 48"
"2021-03_West-Coast_BOSS","48","Ostraciidae","Aracana","aurita",1,"2021-03_West-Coast_BOSS 48"
"2021-03_West-Coast_BOSS","48","Pomacentridae","Chromis","klunzingeri",1,"2021-03_West-Coast_BOSS 48"
"2021-03_West-Coast_BOSS","48","Scorpididae","Neatypus","obliquus",3,"2021-03_West-Coast_BOSS 48"
"2021-03_West-Coast_BOSS","5","Gerreidae","Parequula","melbournensis",1,"2021-03_West-Coast_BOSS 5"
"2021-03_West-Coast_BOSS","5","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 5"
"2021-03_West-Coast_BOSS","5","Labridae","Ophthalmolepis","lineolatus",3,"2021-03_West-Coast_BOSS 5"
"2021-03_West-Coast_BOSS","5","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 5"
"2021-03_West-Coast_BOSS","5","Scorpididae","Neatypus","obliquus",3,"2021-03_West-Coast_BOSS 5"
"2021-03_West-Coast_BOSS","50","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2021-03_West-Coast_BOSS 50"
"2021-03_West-Coast_BOSS","50","Labridae","Coris","auricularis",4,"2021-03_West-Coast_BOSS 50"
"2021-03_West-Coast_BOSS","50","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 50"
"2021-03_West-Coast_BOSS","50","Monacanthidae","Meuschenia","flavolineata",2,"2021-03_West-Coast_BOSS 50"
"2021-03_West-Coast_BOSS","50","Monacanthidae","Meuschenia","galii",1,"2021-03_West-Coast_BOSS 50"
"2021-03_West-Coast_BOSS","50","Pomacentridae","Chromis","klunzingeri",45,"2021-03_West-Coast_BOSS 50"
"2021-03_West-Coast_BOSS","50","Scorpididae","Neatypus","obliquus",11,"2021-03_West-Coast_BOSS 50"
"2021-03_West-Coast_BOSS","50","Serranidae","Caesioperca","spp",1,"2021-03_West-Coast_BOSS 50"
"2021-03_West-Coast_BOSS","51","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 51"
"2021-03_West-Coast_BOSS","51","Labridae","Pseudolabrus","biserialis",8,"2021-03_West-Coast_BOSS 51"
"2021-03_West-Coast_BOSS","51","Pomacentridae","Chromis","klunzingeri",2,"2021-03_West-Coast_BOSS 51"
"2021-03_West-Coast_BOSS","51","Scorpididae","Neatypus","obliquus",6,"2021-03_West-Coast_BOSS 51"
"2021-03_West-Coast_BOSS","52","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 52"
"2021-03_West-Coast_BOSS","52","Labridae","Pseudolabrus","biserialis",12,"2021-03_West-Coast_BOSS 52"
"2021-03_West-Coast_BOSS","52","Monacanthidae","Meuschenia","flavolineata",1,"2021-03_West-Coast_BOSS 52"
"2021-03_West-Coast_BOSS","52","Pomacentridae","Chromis","klunzingeri",18,"2021-03_West-Coast_BOSS 52"
"2021-03_West-Coast_BOSS","52","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 52"
"2021-03_West-Coast_BOSS","53","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 53"
"2021-03_West-Coast_BOSS","53","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 53"
"2021-03_West-Coast_BOSS","53","Labridae","Ophthalmolepis","lineolatus",4,"2021-03_West-Coast_BOSS 53"
"2021-03_West-Coast_BOSS","53","Labridae","Pseudolabrus","biserialis",1,"2021-03_West-Coast_BOSS 53"
"2021-03_West-Coast_BOSS","53","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 53"
"2021-03_West-Coast_BOSS","54","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 54"
"2021-03_West-Coast_BOSS","54","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 54"
"2021-03_West-Coast_BOSS","54","Pomacentridae","Chromis","klunzingeri",6,"2021-03_West-Coast_BOSS 54"
"2021-03_West-Coast_BOSS","54","Serranidae","Caesioperca","spp",48,"2021-03_West-Coast_BOSS 54"
"2021-03_West-Coast_BOSS","55","Labridae","Suezichthys","bifurcatus",2,"2021-03_West-Coast_BOSS 55"
"2021-03_West-Coast_BOSS","55","Serranidae","Caesioperca","spp",189,"2021-03_West-Coast_BOSS 55"
"2021-03_West-Coast_BOSS","56","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 56"
"2021-03_West-Coast_BOSS","56","Pempheridae","Parapriacanthus","elongatus",200,"2021-03_West-Coast_BOSS 56"
"2021-03_West-Coast_BOSS","57","Gerreidae","Parequula","melbournensis",2,"2021-03_West-Coast_BOSS 57"
"2021-03_West-Coast_BOSS","57","Labridae","Ophthalmolepis","lineolatus",4,"2021-03_West-Coast_BOSS 57"
"2021-03_West-Coast_BOSS","57","Labridae","Pseudolabrus","biserialis",8,"2021-03_West-Coast_BOSS 57"
"2021-03_West-Coast_BOSS","58","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 58"
"2021-03_West-Coast_BOSS","58","Labridae","Suezichthys","bifurcatus",4,"2021-03_West-Coast_BOSS 58"
"2021-03_West-Coast_BOSS","58","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 58"
"2021-03_West-Coast_BOSS","58","Serranidae","Caesioperca","spp",8,"2021-03_West-Coast_BOSS 58"
"2021-03_West-Coast_BOSS","59","Labridae","Suezichthys","bifurcatus",3,"2021-03_West-Coast_BOSS 59"
"2021-03_West-Coast_BOSS","59","Mullidae","Parupeneus","chrysopleuron",1,"2021-03_West-Coast_BOSS 59"
"2021-03_West-Coast_BOSS","59","Parascylliidae","Parascyllium","variolatum",1,"2021-03_West-Coast_BOSS 59"
"2021-03_West-Coast_BOSS","59","SUS","SUS","sus",2,"2021-03_West-Coast_BOSS 59"
"2021-03_West-Coast_BOSS","6","Labridae","Austrolabrus","maculatus",2,"2021-03_West-Coast_BOSS 6"
"2021-03_West-Coast_BOSS","6","Labridae","Ophthalmolepis","lineolatus",3,"2021-03_West-Coast_BOSS 6"
"2021-03_West-Coast_BOSS","6","Labridae","Pseudolabrus","biserialis",11,"2021-03_West-Coast_BOSS 6"
"2021-03_West-Coast_BOSS","6","Pomacentridae","Chromis","klunzingeri",7,"2021-03_West-Coast_BOSS 6"
"2021-03_West-Coast_BOSS","6","Scorpididae","Neatypus","obliquus",3,"2021-03_West-Coast_BOSS 6"
"2021-03_West-Coast_BOSS","60","Labridae","Austrolabrus","maculatus",2,"2021-03_West-Coast_BOSS 60"
"2021-03_West-Coast_BOSS","61","Labridae","Suezichthys","bifurcatus",2,"2021-03_West-Coast_BOSS 61"
"2021-03_West-Coast_BOSS","61","Monacanthidae","Meuschenia","scaber",2,"2021-03_West-Coast_BOSS 61"
"2021-03_West-Coast_BOSS","61","Serranidae","Caesioperca","spp",36,"2021-03_West-Coast_BOSS 61"
"2021-03_West-Coast_BOSS","61","Sparidae","Chrysophrys","auratus",1,"2021-03_West-Coast_BOSS 61"
"2021-03_West-Coast_BOSS","61","SUS","SUS","sus",1,"2021-03_West-Coast_BOSS 61"
"2021-03_West-Coast_BOSS","62","Labridae","Coris","auricularis",2,"2021-03_West-Coast_BOSS 62"
"2021-03_West-Coast_BOSS","62","Labridae","Notolabrus","parilus",1,"2021-03_West-Coast_BOSS 62"
"2021-03_West-Coast_BOSS","62","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 62"
"2021-03_West-Coast_BOSS","62","Labridae","Pseudolabrus","biserialis",7,"2021-03_West-Coast_BOSS 62"
"2021-03_West-Coast_BOSS","62","Pomacentridae","Chromis","klunzingeri",1,"2021-03_West-Coast_BOSS 62"
"2021-03_West-Coast_BOSS","63","Labridae","Suezichthys","bifurcatus",2,"2021-03_West-Coast_BOSS 63"
"2021-03_West-Coast_BOSS","63","Monacanthidae","Meuschenia","scaber",1,"2021-03_West-Coast_BOSS 63"
"2021-03_West-Coast_BOSS","63","SUS","SUS","sus",7,"2021-03_West-Coast_BOSS 63"
"2021-03_West-Coast_BOSS","64","Labridae","Coris","auricularis",3,"2021-03_West-Coast_BOSS 64"
"2021-03_West-Coast_BOSS","64","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 64"
"2021-03_West-Coast_BOSS","64","Monacanthidae","Meuschenia","galii",1,"2021-03_West-Coast_BOSS 64"
"2021-03_West-Coast_BOSS","64","Mullidae","Upeneichthys","vlamingii",2,"2021-03_West-Coast_BOSS 64"
"2021-03_West-Coast_BOSS","64","Pomacentridae","Chromis","klunzingeri",1,"2021-03_West-Coast_BOSS 64"
"2021-03_West-Coast_BOSS","65","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 65"
"2021-03_West-Coast_BOSS","65","Labridae","Coris","auricularis",2,"2021-03_West-Coast_BOSS 65"
"2021-03_West-Coast_BOSS","65","Labridae","Ophthalmolepis","lineolatus",3,"2021-03_West-Coast_BOSS 65"
"2021-03_West-Coast_BOSS","65","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 65"
"2021-03_West-Coast_BOSS","65","Scorpididae","Neatypus","obliquus",2,"2021-03_West-Coast_BOSS 65"
"2021-03_West-Coast_BOSS","65","Scorpididae","Tilodon","sexfasciatus",1,"2021-03_West-Coast_BOSS 65"
"2021-03_West-Coast_BOSS","66","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 66"
"2021-03_West-Coast_BOSS","66","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 66"
"2021-03_West-Coast_BOSS","66","Monacanthidae","Meuschenia","galii",1,"2021-03_West-Coast_BOSS 66"
"2021-03_West-Coast_BOSS","66","Scorpididae","Neatypus","obliquus",7,"2021-03_West-Coast_BOSS 66"
"2021-03_West-Coast_BOSS","67","Labridae","Coris","auricularis",2,"2021-03_West-Coast_BOSS 67"
"2021-03_West-Coast_BOSS","67","Labridae","Ophthalmolepis","lineolatus",4,"2021-03_West-Coast_BOSS 67"
"2021-03_West-Coast_BOSS","67","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 67"
"2021-03_West-Coast_BOSS","67","Pomacentridae","Chromis","klunzingeri",13,"2021-03_West-Coast_BOSS 67"
"2021-03_West-Coast_BOSS","67","Scorpididae","Neatypus","obliquus",3,"2021-03_West-Coast_BOSS 67"
"2021-03_West-Coast_BOSS","67","Serranidae","Caesioperca","spp",15,"2021-03_West-Coast_BOSS 67"
"2021-03_West-Coast_BOSS","68","Cheilodactylidae","Dactylophora","nigricans",1,"2021-03_West-Coast_BOSS 68"
"2021-03_West-Coast_BOSS","68","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 68"
"2021-03_West-Coast_BOSS","68","Labridae","Pseudolabrus","biserialis",5,"2021-03_West-Coast_BOSS 68"
