"campaignid","sample","family","genus","species","maxn","id"
"2020-10_south-west_BOSS","96","Monacanthidae","Nelusetta","ayraud",1,"2020-10_south-west_BOSS 96"
"2020-10_south-west_BOSS","96","Oplegnathidae","Oplegnathus","woodwardi",1,"2020-10_south-west_BOSS 96"
"2020-10_south-west_BOSS","98","Callanthiidae","Callanthias","australis",8,"2020-10_south-west_BOSS 98"
"2020-10_south-west_BOSS","98","Gerreidae","Parequula","elongata",2,"2020-10_south-west_BOSS 98"
"2020-10_south-west_BOSS","CP11-1","Berycidae","Centroberyx","sp1",405,"2020-10_south-west_BOSS CP11-1"
"2020-10_south-west_BOSS","CP11-1","Neosebastidae","Neosebastes","nigropunctatus",1,"2020-10_south-west_BOSS CP11-1"
"2020-10_south-west_BOSS","CP11-1","Oplegnathidae","Oplegnathus","woodwardi",1,"2020-10_south-west_BOSS CP11-1"
"2020-10_south-west_BOSS","CP11-1","Scorpididae","Neatypus","obliquus",18,"2020-10_south-west_BOSS CP11-1"
"2020-10_south-west_BOSS","CP11-2","Berycidae","Centroberyx","sp1",493,"2020-10_south-west_BOSS CP11-2"
"2020-10_south-west_BOSS","CP11-2","Callanthiidae","Callanthias","australis",1,"2020-10_south-west_BOSS CP11-2"
"2020-10_south-west_BOSS","CP11-2","Neosebastidae","Neosebastes","nigropunctatus",1,"2020-10_south-west_BOSS CP11-2"
"2020-10_south-west_BOSS","CP11-2","Oplegnathidae","Oplegnathus","woodwardi",1,"2020-10_south-west_BOSS CP11-2"
"2020-10_south-west_BOSS","CP11-2","Orectolobidae","Orectolobus","spp",1,"2020-10_south-west_BOSS CP11-2"
"2020-10_south-west_BOSS","CP11-2","Scorpididae","Neatypus","obliquus",2,"2020-10_south-west_BOSS CP11-2"
"2020-10_south-west_BOSS","CP11-2","Serranidae","Epinephelides","armatus",1,"2020-10_south-west_BOSS CP11-2"
"2020-10_south-west_BOSS","J1","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2020-10_south-west_BOSS J1"
"2020-10_south-west_BOSS","J1","Labridae","Choerodon","rubescens",1,"2020-10_south-west_BOSS J1"
"2020-10_south-west_BOSS","J1","Labridae","Coris","auricularis",1,"2020-10_south-west_BOSS J1"
"2020-10_south-west_BOSS","J1","Labridae","Ophthalmolepis","lineolatus",3,"2020-10_south-west_BOSS J1"
"2020-10_south-west_BOSS","J1","Labridae","Unknown","spp",2,"2020-10_south-west_BOSS J1"
"2020-10_south-west_BOSS","J1","Scorpididae","Neatypus","obliquus",5,"2020-10_south-west_BOSS J1"
"2020-10_south-west_BOSS","J10","Labridae","Austrolabrus","maculatus",1,"2020-10_south-west_BOSS J10"
"2020-10_south-west_BOSS","J10","Labridae","Coris","auricularis",1,"2020-10_south-west_BOSS J10"
"2020-10_south-west_BOSS","J10","Labridae","Ophthalmolepis","lineolatus",6,"2020-10_south-west_BOSS J10"
"2020-10_south-west_BOSS","J10","Labridae","Pseudolabrus","biserialis",5,"2020-10_south-west_BOSS J10"
"2020-10_south-west_BOSS","J10","Pomacentridae","Chromis","klunzingeri",18,"2020-10_south-west_BOSS J10"
"2020-10_south-west_BOSS","J10","Serranidae","Caesioperca","spp",7,"2020-10_south-west_BOSS J10"
"2020-10_south-west_BOSS","J11","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2020-10_south-west_BOSS J11"
"2020-10_south-west_BOSS","J11","Labridae","Coris","auricularis",1,"2020-10_south-west_BOSS J11"
"2020-10_south-west_BOSS","J11","Labridae","Ophthalmolepis","lineolatus",1,"2020-10_south-west_BOSS J11"
"2020-10_south-west_BOSS","J11","Labridae","Pseudolabrus","biserialis",5,"2020-10_south-west_BOSS J11"
"2020-10_south-west_BOSS","J11","Monacanthidae","Meuschenia","freycineti",1,"2020-10_south-west_BOSS J11"
"2020-10_south-west_BOSS","J11","Pomacentridae","Chromis","klunzingeri",5,"2020-10_south-west_BOSS J11"
"2020-10_south-west_BOSS","J11","Pomacentridae","Parma","bicolor",1,"2020-10_south-west_BOSS J11"
"2020-10_south-west_BOSS","J11","Scorpididae","Neatypus","obliquus",1,"2020-10_south-west_BOSS J11"
"2020-10_south-west_BOSS","J11","Serranidae","Caesioperca","spp",9,"2020-10_south-west_BOSS J11"
"2020-10_south-west_BOSS","J12","Labridae","Austrolabrus","maculatus",1,"2020-10_south-west_BOSS J12"
"2020-10_south-west_BOSS","J12","Labridae","Coris","auricularis",2,"2020-10_south-west_BOSS J12"
"2020-10_south-west_BOSS","J12","Labridae","Ophthalmolepis","lineolatus",5,"2020-10_south-west_BOSS J12"
"2020-10_south-west_BOSS","J12","Labridae","Pseudolabrus","biserialis",15,"2020-10_south-west_BOSS J12"
"2020-10_south-west_BOSS","J12","Pomacentridae","Chromis","klunzingeri",17,"2020-10_south-west_BOSS J12"
"2020-10_south-west_BOSS","J12","Serranidae","Caesioperca","spp",4,"2020-10_south-west_BOSS J12"
"2020-10_south-west_BOSS","J13","Labridae","Coris","auricularis",2,"2020-10_south-west_BOSS J13"
"2020-10_south-west_BOSS","J13","Labridae","Ophthalmolepis","lineolatus",2,"2020-10_south-west_BOSS J13"
"2020-10_south-west_BOSS","J13","Labridae","Pseudolabrus","biserialis",2,"2020-10_south-west_BOSS J13"
"2020-10_south-west_BOSS","J13","Pempherididae","Pempheris","klunzingeri",3,"2020-10_south-west_BOSS J13"
"2020-10_south-west_BOSS","J13","Pomacentridae","Chromis","klunzingeri",7,"2020-10_south-west_BOSS J13"
"2020-10_south-west_BOSS","J13","Scorpididae","Neatypus","obliquus",13,"2020-10_south-west_BOSS J13"
"2020-10_south-west_BOSS","J14","Labridae","Coris","auricularis",3,"2020-10_south-west_BOSS J14"
"2020-10_south-west_BOSS","J14","Labridae","Ophthalmolepis","lineolatus",3,"2020-10_south-west_BOSS J14"
"2020-10_south-west_BOSS","J15","Labridae","Coris","auricularis",1,"2020-10_south-west_BOSS J15"
"2020-10_south-west_BOSS","J15","Labridae","Ophthalmolepis","lineolatus",2,"2020-10_south-west_BOSS J15"
"2020-10_south-west_BOSS","J15","Labridae","Pseudolabrus","biserialis",5,"2020-10_south-west_BOSS J15"
"2020-10_south-west_BOSS","J15","Pomacentridae","Chromis","klunzingeri",13,"2020-10_south-west_BOSS J15"
"2020-10_south-west_BOSS","J15","Serranidae","Caesioperca","spp",2,"2020-10_south-west_BOSS J15"
"2020-10_south-west_BOSS","J16","Labridae","Austrolabrus","maculatus",1,"2020-10_south-west_BOSS J16"
"2020-10_south-west_BOSS","J16","Labridae","Coris","auricularis",1,"2020-10_south-west_BOSS J16"
"2020-10_south-west_BOSS","J16","Labridae","Ophthalmolepis","lineolatus",4,"2020-10_south-west_BOSS J16"
"2020-10_south-west_BOSS","J16","Scorpididae","Tilodon","sexfasciatus",1,"2020-10_south-west_BOSS J16"
"2020-10_south-west_BOSS","J17","Carangidae","Pseudocaranx","spp",1,"2020-10_south-west_BOSS J17"
"2020-10_south-west_BOSS","J17","Labridae","Coris","auricularis",9,"2020-10_south-west_BOSS J17"
"2020-10_south-west_BOSS","J17","Labridae","Ophthalmolepis","lineolatus",4,"2020-10_south-west_BOSS J17"
"2020-10_south-west_BOSS","J17","Labridae","Pseudolabrus","biserialis",2,"2020-10_south-west_BOSS J17"
"2020-10_south-west_BOSS","J18","Labridae","Ophthalmolepis","lineolatus",1,"2020-10_south-west_BOSS J18"
"2020-10_south-west_BOSS","J18","Labridae","Pseudolabrus","biserialis",2,"2020-10_south-west_BOSS J18"
"2020-10_south-west_BOSS","J18","Monocentridae","Cleidopus","gloriamaris",2,"2020-10_south-west_BOSS J18"
"2020-10_south-west_BOSS","J18","Pomacentridae","Chromis","klunzingeri",7,"2020-10_south-west_BOSS J18"
"2020-10_south-west_BOSS","J18","Serranidae","Caesioperca","spp",2,"2020-10_south-west_BOSS J18"
"2020-10_south-west_BOSS","J2","Labridae","Coris","auricularis",2,"2020-10_south-west_BOSS J2"
"2020-10_south-west_BOSS","J2","Labridae","Ophthalmolepis","lineolatus",3,"2020-10_south-west_BOSS J2"
"2020-10_south-west_BOSS","J2","Labridae","Pseudolabrus","biserialis",8,"2020-10_south-west_BOSS J2"
"2020-10_south-west_BOSS","J2","Labridae","Unknown","spp",1,"2020-10_south-west_BOSS J2"
"2020-10_south-west_BOSS","J2","Pomacentridae","Chromis","klunzingeri",27,"2020-10_south-west_BOSS J2"
"2020-10_south-west_BOSS","J2","Scorpididae","Neatypus","obliquus",5,"2020-10_south-west_BOSS J2"
"2020-10_south-west_BOSS","J2","Serranidae","Caesioperca","spp",4,"2020-10_south-west_BOSS J2"
"2020-10_south-west_BOSS","J24","Labridae","Ophthalmolepis","lineolatus",2,"2020-10_south-west_BOSS J24"
"2020-10_south-west_BOSS","J24","Labridae","Pseudolabrus","biserialis",1,"2020-10_south-west_BOSS J24"
"2020-10_south-west_BOSS","J25","Labridae","Austrolabrus","maculatus",1,"2020-10_south-west_BOSS J25"
"2020-10_south-west_BOSS","J25","Labridae","Coris","auricularis",1,"2020-10_south-west_BOSS J25"
"2020-10_south-west_BOSS","J25","Labridae","Eupetrichthys","angustipes",1,"2020-10_south-west_BOSS J25"
"2020-10_south-west_BOSS","J25","Labridae","Ophthalmolepis","lineolatus",4,"2020-10_south-west_BOSS J25"
"2020-10_south-west_BOSS","J25","Labridae","Pseudolabrus","biserialis",2,"2020-10_south-west_BOSS J25"
"2020-10_south-west_BOSS","J25","Pomacentridae","Chromis","klunzingeri",2,"2020-10_south-west_BOSS J25"
"2020-10_south-west_BOSS","J25","Serranidae","Caesioperca","spp",1,"2020-10_south-west_BOSS J25"
"2020-10_south-west_BOSS","J26","Labridae","Coris","auricularis",1,"2020-10_south-west_BOSS J26"
"2020-10_south-west_BOSS","J26","Labridae","Ophthalmolepis","lineolatus",1,"2020-10_south-west_BOSS J26"
"2020-10_south-west_BOSS","J27","Labridae","Coris","auricularis",4,"2020-10_south-west_BOSS J27"
"2020-10_south-west_BOSS","J27","Labridae","Ophthalmolepis","lineolatus",3,"2020-10_south-west_BOSS J27"
"2020-10_south-west_BOSS","J27","Labridae","Pseudolabrus","biserialis",5,"2020-10_south-west_BOSS J27"
"2020-10_south-west_BOSS","J27","Pomacentridae","Chromis","klunzingeri",1,"2020-10_south-west_BOSS J27"
"2020-10_south-west_BOSS","J27","Serranidae","Caesioperca","spp",4,"2020-10_south-west_BOSS J27"
"2020-10_south-west_BOSS","J28","Labridae","Pseudolabrus","biserialis",7,"2020-10_south-west_BOSS J28"
"2020-10_south-west_BOSS","J28","Pomacentridae","Chromis","klunzingeri",5,"2020-10_south-west_BOSS J28"
"2020-10_south-west_BOSS","J29","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2020-10_south-west_BOSS J29"
"2020-10_south-west_BOSS","J29","Labridae","Coris","auricularis",2,"2020-10_south-west_BOSS J29"
"2020-10_south-west_BOSS","J29","Labridae","Eupetrichthys","angustipes",1,"2020-10_south-west_BOSS J29"
"2020-10_south-west_BOSS","J29","Labridae","Ophthalmolepis","lineolatus",2,"2020-10_south-west_BOSS J29"
"2020-10_south-west_BOSS","J29","Labridae","Pseudolabrus","biserialis",5,"2020-10_south-west_BOSS J29"
"2020-10_south-west_BOSS","J29","Pomacentridae","Chromis","klunzingeri",5,"2020-10_south-west_BOSS J29"
"2020-10_south-west_BOSS","J29","Scorpididae","Neatypus","obliquus",3,"2020-10_south-west_BOSS J29"
"2020-10_south-west_BOSS","J3","Labridae","Austrolabrus","maculatus",1,"2020-10_south-west_BOSS J3"
"2020-10_south-west_BOSS","J3","Labridae","Coris","auricularis",1,"2020-10_south-west_BOSS J3"
"2020-10_south-west_BOSS","J3","Labridae","Dotalabrus","aurantiacus",2,"2020-10_south-west_BOSS J3"
"2020-10_south-west_BOSS","J3","Labridae","Ophthalmolepis","lineolatus",1,"2020-10_south-west_BOSS J3"
"2020-10_south-west_BOSS","J3","Labridae","Pseudolabrus","biserialis",15,"2020-10_south-west_BOSS J3"
"2020-10_south-west_BOSS","J3","Labridae","Unknown","spp",15,"2020-10_south-west_BOSS J3"
"2020-10_south-west_BOSS","J3","Pomacentridae","Chromis","klunzingeri",12,"2020-10_south-west_BOSS J3"
"2020-10_south-west_BOSS","J3","Pomacentridae","Parma","bicolor",1,"2020-10_south-west_BOSS J3"
"2020-10_south-west_BOSS","J3","Scorpididae","Neatypus","obliquus",2,"2020-10_south-west_BOSS J3"
"2020-10_south-west_BOSS","J30","Labridae","Austrolabrus","maculatus",1,"2020-10_south-west_BOSS J30"
"2020-10_south-west_BOSS","J30","Labridae","Ophthalmolepis","lineolatus",3,"2020-10_south-west_BOSS J30"
"2020-10_south-west_BOSS","J30","Labridae","Pseudolabrus","biserialis",4,"2020-10_south-west_BOSS J30"
"2020-10_south-west_BOSS","J30","Pomacentridae","Chromis","klunzingeri",5,"2020-10_south-west_BOSS J30"
"2020-10_south-west_BOSS","J30","Scorpididae","Neatypus","obliquus",2,"2020-10_south-west_BOSS J30"
"2020-10_south-west_BOSS","J30","Serranidae","Caesioperca","spp",14,"2020-10_south-west_BOSS J30"
"2020-10_south-west_BOSS","J31","Labridae","Coris","auricularis",7,"2020-10_south-west_BOSS J31"
"2020-10_south-west_BOSS","J31","Labridae","Notolabrus","parilus",1,"2020-10_south-west_BOSS J31"
"2020-10_south-west_BOSS","J31","Labridae","Ophthalmolepis","lineolatus",3,"2020-10_south-west_BOSS J31"
"2020-10_south-west_BOSS","J31","Labridae","Pseudolabrus","biserialis",6,"2020-10_south-west_BOSS J31"
"2020-10_south-west_BOSS","J31","Pomacentridae","Chromis","klunzingeri",1,"2020-10_south-west_BOSS J31"
"2020-10_south-west_BOSS","J32","Labridae","Bodianus","frenchii",1,"2020-10_south-west_BOSS J32"
"2020-10_south-west_BOSS","J32","Labridae","Coris","auricularis",2,"2020-10_south-west_BOSS J32"
"2020-10_south-west_BOSS","J32","Labridae","Ophthalmolepis","lineolatus",5,"2020-10_south-west_BOSS J32"
"2020-10_south-west_BOSS","J32","Labridae","Pseudolabrus","biserialis",4,"2020-10_south-west_BOSS J32"
"2020-10_south-west_BOSS","J32","Pomacentridae","Chromis","klunzingeri",1,"2020-10_south-west_BOSS J32"
"2020-10_south-west_BOSS","J32","Serranidae","Caesioperca","spp",11,"2020-10_south-west_BOSS J32"
"2020-10_south-west_BOSS","J4","Labridae","Austrolabrus","maculatus",1,"2020-10_south-west_BOSS J4"
"2020-10_south-west_BOSS","J4","Labridae","Ophthalmolepis","lineolatus",5,"2020-10_south-west_BOSS J4"
"2020-10_south-west_BOSS","J4","Labridae","Pseudolabrus","biserialis",4,"2020-10_south-west_BOSS J4"
"2020-10_south-west_BOSS","J4","Urolophidae","Trygonoptera","mucosa",1,"2020-10_south-west_BOSS J4"
"2020-10_south-west_BOSS","J5","Labridae","Ophthalmolepis","lineolatus",4,"2020-10_south-west_BOSS J5"
"2020-10_south-west_BOSS","J5","Labridae","Pseudolabrus","biserialis",2,"2020-10_south-west_BOSS J5"
"2020-10_south-west_BOSS","J6","Cheilodactylidae","Nemadactylus","valenciennesi",2,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J6","Enoplosidae","Enoplosus","armatus",2,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J6","Labridae","Bodianus","frenchii",1,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J6","Labridae","Ophthalmolepis","lineolatus",1,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J6","Labridae","Pseudolabrus","biserialis",10,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J6","Monacanthidae","Meuschenia","flavolineata",2,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J6","Monacanthidae","Meuschenia","hippocrepis",1,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J6","Pempheridae","Parapriacanthus","elongatus",944,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J6","Pomacentridae","Parma","bicolor",2,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J6","Scorpididae","Scorpis","aequipinnis",3,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J6","Scorpididae","Scorpis","georgiana",1,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J6","Scorpididae","Tilodon","sexfasciatus",3,"2020-10_south-west_BOSS J6"
"2020-10_south-west_BOSS","J7","Labridae","Coris","auricularis",1,"2020-10_south-west_BOSS J7"
"2020-10_south-west_BOSS","J7","Labridae","Ophthalmolepis","lineolatus",2,"2020-10_south-west_BOSS J7"
"2020-10_south-west_BOSS","J7","Pomacentridae","Chromis","klunzingeri",1,"2020-10_south-west_BOSS J7"
"2020-10_south-west_BOSS","J8","Labridae","Ophthalmolepis","lineolatus",3,"2020-10_south-west_BOSS J8"
"2020-10_south-west_BOSS","J8","Labridae","Pseudolabrus","biserialis",1,"2020-10_south-west_BOSS J8"
"2020-10_south-west_BOSS","J8","Mullidae","Upeneichthys","vlamingii",1,"2020-10_south-west_BOSS J8"
"2020-10_south-west_BOSS","J9","Labridae","Austrolabrus","maculatus",1,"2020-10_south-west_BOSS J9"
"2020-10_south-west_BOSS","J9","Labridae","Ophthalmolepis","lineolatus",3,"2020-10_south-west_BOSS J9"
"2020-10_south-west_BOSS","J9","Labridae","Pseudolabrus","biserialis",8,"2020-10_south-west_BOSS J9"
"2020-10_south-west_BOSS","J9","Labridae","Unknown","spp",1,"2020-10_south-west_BOSS J9"
"2020-10_south-west_BOSS","J9","Pomacentridae","Chromis","klunzingeri",7,"2020-10_south-west_BOSS J9"
"2020-10_south-west_BOSS","J9","Scorpididae","Neatypus","obliquus",2,"2020-10_south-west_BOSS J9"
"2020-10_south-west_BOSS","J9","Serranidae","Caesioperca","spp",1,"2020-10_south-west_BOSS J9"
"2020-10_south-west_BOSS","OMR1","Labridae","Coris","auricularis",4,"2020-10_south-west_BOSS OMR1"
"2020-10_south-west_BOSS","OMR1","Labridae","Ophthalmolepis","lineolatus",4,"2020-10_south-west_BOSS OMR1"
"2020-10_south-west_BOSS","OMR1","Serranidae","Caesioperca","spp",11,"2020-10_south-west_BOSS OMR1"
"2020-10_south-west_BOSS","OMR2","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2020-10_south-west_BOSS OMR2"
"2020-10_south-west_BOSS","OMR2","Labridae","Pseudolabrus","biserialis",2,"2020-10_south-west_BOSS OMR2"
"2020-10_south-west_BOSS","OMR2","Monacanthidae","Meuschenia","flavolineata",1,"2020-10_south-west_BOSS OMR2"
"2020-10_south-west_BOSS","OMR2","Scorpididae","Neatypus","obliquus",2,"2020-10_south-west_BOSS OMR2"
"2020-10_south-west_BOSS","OMR2","Scorpididae","Scorpis","georgiana",1,"2020-10_south-west_BOSS OMR2"
"2020-10_south-west_BOSS","OMR2","Serranidae","Caesioperca","spp",2,"2020-10_south-west_BOSS OMR2"
"2020-10_south-west_BOSS","OMR3","Labridae","Coris","auricularis",4,"2020-10_south-west_BOSS OMR3"
"2020-10_south-west_BOSS","OMR3","Labridae","Eupetrichthys","angustipes",1,"2020-10_south-west_BOSS OMR3"
"2020-10_south-west_BOSS","OMR4","Labridae","Coris","auricularis",1,"2020-10_south-west_BOSS OMR4"
"2020-10_south-west_BOSS","OMR4","Labridae","Ophthalmolepis","lineolatus",1,"2020-10_south-west_BOSS OMR4"
"2020-10_south-west_BOSS","OMR4","Labridae","Pseudolabrus","biserialis",1,"2020-10_south-west_BOSS OMR4"
"2020-10_south-west_BOSS","OMR4","Monacanthidae","Meuschenia","flavolineata",2,"2020-10_south-west_BOSS OMR4"
"2020-10_south-west_BOSS","OMR4","Scorpididae","Neatypus","obliquus",1,"2020-10_south-west_BOSS OMR4"
"2021-03_West-Coast_BOSS","1","Labridae","Ophthalmolepis","lineolatus",5,"2021-03_West-Coast_BOSS 1"
"2021-03_West-Coast_BOSS","1","Labridae","Pseudolabrus","biserialis",1,"2021-03_West-Coast_BOSS 1"
"2021-03_West-Coast_BOSS","10","Labridae","Coris","auricularis",2,"2021-03_West-Coast_BOSS 10"
"2021-03_West-Coast_BOSS","10","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 10"
"2021-03_West-Coast_BOSS","100","Labridae","Coris","auricularis",4,"2021-03_West-Coast_BOSS 100"
"2021-03_West-Coast_BOSS","100","Labridae","Eupetrichthys","angustipes",1,"2021-03_West-Coast_BOSS 100"
"2021-03_West-Coast_BOSS","100","Labridae","Ophthalmolepis","lineolatus",3,"2021-03_West-Coast_BOSS 100"
"2021-03_West-Coast_BOSS","100","Labridae","Pseudolabrus","biserialis",8,"2021-03_West-Coast_BOSS 100"
"2021-03_West-Coast_BOSS","100","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 100"
"2021-03_West-Coast_BOSS","100","Pomacentridae","Chromis","klunzingeri",5,"2021-03_West-Coast_BOSS 100"
"2021-03_West-Coast_BOSS","101","Labridae","Coris","auricularis",10,"2021-03_West-Coast_BOSS 101"
"2021-03_West-Coast_BOSS","101","Labridae","Suezichthys","bifurcatus",3,"2021-03_West-Coast_BOSS 101"
"2021-03_West-Coast_BOSS","101","Labridae","Unknown","spp",1,"2021-03_West-Coast_BOSS 101"
"2021-03_West-Coast_BOSS","101","Serranidae","Caesioperca","spp",1,"2021-03_West-Coast_BOSS 101"
"2021-03_West-Coast_BOSS","101","SUS","SUS","sus",1,"2021-03_West-Coast_BOSS 101"
"2021-03_West-Coast_BOSS","102","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 102"
"2021-03_West-Coast_BOSS","102","Labridae","Pseudolabrus","biserialis",3,"2021-03_West-Coast_BOSS 102"
"2021-03_West-Coast_BOSS","102","Scorpididae","Neatypus","obliquus",1,"2021-03_West-Coast_BOSS 102"
"2021-03_West-Coast_BOSS","102","Serranidae","Caesioperca","spp",4,"2021-03_West-Coast_BOSS 102"
"2021-03_West-Coast_BOSS","102","Sparidae","Chrysophrys","auratus",1,"2021-03_West-Coast_BOSS 102"
"2021-03_West-Coast_BOSS","103","Chaetodontidae","Chelmonops","curiosus",2,"2021-03_West-Coast_BOSS 103"
"2021-03_West-Coast_BOSS","103","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 103"
"2021-03_West-Coast_BOSS","103","Labridae","Suezichthys","bifurcatus",3,"2021-03_West-Coast_BOSS 103"
"2021-03_West-Coast_BOSS","103","Monacanthidae","Meuschenia","scaber",3,"2021-03_West-Coast_BOSS 103"
"2021-03_West-Coast_BOSS","103","Serranidae","Caesioperca","spp",2,"2021-03_West-Coast_BOSS 103"
"2021-03_West-Coast_BOSS","103","SUS","SUS","sus",1,"2021-03_West-Coast_BOSS 103"
"2021-03_West-Coast_BOSS","104","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 104"
"2021-03_West-Coast_BOSS","104","Labridae","Ophthalmolepis","lineolatus",5,"2021-03_West-Coast_BOSS 104"
"2021-03_West-Coast_BOSS","104","Labridae","Pseudolabrus","biserialis",9,"2021-03_West-Coast_BOSS 104"
"2021-03_West-Coast_BOSS","104","Pomacentridae","Chromis","klunzingeri",17,"2021-03_West-Coast_BOSS 104"
"2021-03_West-Coast_BOSS","104","Scorpididae","Scorpis","georgiana",1,"2021-03_West-Coast_BOSS 104"
"2021-03_West-Coast_BOSS","104","Serranidae","Caesioperca","spp",8,"2021-03_West-Coast_BOSS 104"
"2021-03_West-Coast_BOSS","105","Labridae","Coris","auricularis",2,"2021-03_West-Coast_BOSS 105"
"2021-03_West-Coast_BOSS","105","Labridae","Suezichthys","bifurcatus",4,"2021-03_West-Coast_BOSS 105"
"2021-03_West-Coast_BOSS","105","Monacanthidae","Meuschenia","scaber",2,"2021-03_West-Coast_BOSS 105"
"2021-03_West-Coast_BOSS","105","Scorpididae","Neatypus","obliquus",5,"2021-03_West-Coast_BOSS 105"
"2021-03_West-Coast_BOSS","105","Serranidae","Caesioperca","spp",15,"2021-03_West-Coast_BOSS 105"
"2021-03_West-Coast_BOSS","106","Labridae","Dotalabrus","aurantiacus",3,"2021-03_West-Coast_BOSS 106"
"2021-03_West-Coast_BOSS","106","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 106"
"2021-03_West-Coast_BOSS","106","Labridae","Pseudolabrus","biserialis",10,"2021-03_West-Coast_BOSS 106"
"2021-03_West-Coast_BOSS","106","Pomacentridae","Chromis","klunzingeri",14,"2021-03_West-Coast_BOSS 106"
"2021-03_West-Coast_BOSS","106","Scorpididae","Neatypus","obliquus",4,"2021-03_West-Coast_BOSS 106"
"2021-03_West-Coast_BOSS","107","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 107"
"2021-03_West-Coast_BOSS","107","Labridae","Ophthalmolepis","lineolatus",3,"2021-03_West-Coast_BOSS 107"
"2021-03_West-Coast_BOSS","107","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 107"
"2021-03_West-Coast_BOSS","107","Mullidae","Upeneichthys","vlamingii",1,"2021-03_West-Coast_BOSS 107"
"2021-03_West-Coast_BOSS","107","Scorpididae","Neatypus","obliquus",3,"2021-03_West-Coast_BOSS 107"
"2021-03_West-Coast_BOSS","108","Labridae","Coris","auricularis",26,"2021-03_West-Coast_BOSS 108"
"2021-03_West-Coast_BOSS","108","Labridae","Ophthalmolepis","lineolatus",2,"2021-03_West-Coast_BOSS 108"
"2021-03_West-Coast_BOSS","108","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 108"
"2021-03_West-Coast_BOSS","109","SUS","SUS","sus",1,"2021-03_West-Coast_BOSS 109"
"2021-03_West-Coast_BOSS","11","Cheilodactylidae","Nemadactylus","valenciennesi",1,"2021-03_West-Coast_BOSS 11"
"2021-03_West-Coast_BOSS","11","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 11"
"2021-03_West-Coast_BOSS","11","Serranidae","Caesioperca","spp",21,"2021-03_West-Coast_BOSS 11"
"2021-03_West-Coast_BOSS","110","Carangidae","Pseudocaranx","spp",1,"2021-03_West-Coast_BOSS 110"
"2021-03_West-Coast_BOSS","110","Cheilodactylidae","Dactylophora","nigricans",1,"2021-03_West-Coast_BOSS 110"
"2021-03_West-Coast_BOSS","110","Labridae","Choerodon","rubescens",1,"2021-03_West-Coast_BOSS 110"
"2021-03_West-Coast_BOSS","110","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 110"
"2021-03_West-Coast_BOSS","110","Labridae","Ophthalmolepis","lineolatus",1,"2021-03_West-Coast_BOSS 110"
"2021-03_West-Coast_BOSS","110","Labridae","Pseudolabrus","biserialis",4,"2021-03_West-Coast_BOSS 110"
"2021-03_West-Coast_BOSS","110","Pempheridae","Parapriacanthus","elongatus",53,"2021-03_West-Coast_BOSS 110"
"2021-03_West-Coast_BOSS","110","Scorpididae","Neatypus","obliquus",14,"2021-03_West-Coast_BOSS 110"
"2021-03_West-Coast_BOSS","111","Labridae","Pseudolabrus","biserialis",5,"2021-03_West-Coast_BOSS 111"
"2021-03_West-Coast_BOSS","111","Scorpididae","Neatypus","obliquus",3,"2021-03_West-Coast_BOSS 111"
"2021-03_West-Coast_BOSS","112","Labridae","Austrolabrus","maculatus",1,"2021-03_West-Coast_BOSS 112"
"2021-03_West-Coast_BOSS","112","Labridae","Coris","auricularis",1,"2021-03_West-Coast_BOSS 112"
"2021-03_West-Coast_BOSS","112","Labridae","Suezichthys","bifurcatus",1,"2021-03_West-Coast_BOSS 112"
"2021-03_West-Coast_BOSS","112","Scorpididae","Neatypus","obliquus",6,"2021-03_West-Coast_BOSS 112"
"2021-03_West-Coast_BOSS","112","Serranidae","Caesioperca","spp",6,"2021-03_West-Coast_BOSS 112"
